cik,ticker,company_name,period_end,fiscal_year,fiscal_quarter,revenue,cogs,gross_profit,gross_margin,operating_income,operating_margin,rd_expense,rd_intensity,sga_expense,sga_intensity,data_source,replicability_score,text_source,post,post_x_replicability,ln_revenue
1056696,MANH,MANHATTAN ASSOCIATES INC,2023-09-30,2023,3,238441000,111439000.0,127002000.0,0.5326,53448000.0,0.2242,33093000.0,0.1388,21371000.0,0.0896,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.289632458234397
1056696,MANH,MANHATTAN ASSOCIATES INC,2024-03-31,2024,1,254552000,119287000.0,135265000.0,0.5314,57630000.0,0.2264,35010000.0,0.1375,21203000.0,0.0833,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.355015695284308
1056696,MANH,MANHATTAN ASSOCIATES INC,2024-06-30,2024,2,265318000,120041000.0,145277000.0,0.5476,68188000.0,0.257,35334000.0,0.1332,21112000.0,0.0796,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.39643966452598
1056696,MANH,MANHATTAN ASSOCIATES INC,2024-09-30,2024,3,266681000,118660000.0,148021000.0,0.555,75090000.0,0.2816,34349000.0,0.1288,20308000.0,0.0762,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.401563745519613
1056696,MANH,MANHATTAN ASSOCIATES INC,2025-03-31,2025,1,262787000,114567000.0,148220000.0,0.564,63172000.0,0.2404,35298000.0,0.1343,24219000.0,0.0922,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.38685437607569
1056696,MANH,MANHATTAN ASSOCIATES INC,2025-06-30,2025,2,272421000,116215000.0,156206000.0,0.5734,73788000.0,0.2709,34871000.0,0.128,25976000.0,0.0954,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.42285922177917
1056696,MANH,MANHATTAN ASSOCIATES INC,2025-09-30,2025,3,275795000,119812000.0,155983000.0,0.5656,75828000.0,0.2749,36360000.0,0.1318,24078000.0,0.0873,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.4015,wayback,1,0.4015,19.435168394080097
1779474,MAPS,"WM TECHNOLOGY, INC.",2020-06-30,2020,2,38755000,1856000.0,36899000.0,0.9521,9551000.0,0.2464,6694000.0,0.1727,12242000.0,0.3159,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.47277033769775
1779474,MAPS,"WM TECHNOLOGY, INC.",2020-09-30,2020,3,46505000,2109000.0,44396000.0,0.9547,16192000.0,0.3482,6923000.0,0.1489,12906000.0,0.2775,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.655070391658704
1779474,MAPS,"WM TECHNOLOGY, INC.",2021-03-31,2021,1,41154000,1857000.0,39297000.0,0.9549,7944000.0,0.193,7868000.0,0.1912,13366000.0,0.3248,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.532831685709514
1779474,MAPS,"WM TECHNOLOGY, INC.",2021-06-30,2021,2,46931000,1908000.0,45023000.0,0.9593,-15277000.0,-0.3255,10271000.0,0.2189,33770000.0,0.7196,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.66418899587514
1779474,MAPS,"WM TECHNOLOGY, INC.",2021-09-30,2021,3,50884000,2035000.0,48849000.0,0.96,4061000.0,0.0798,7782000.0,0.1529,23220000.0,0.4563,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.745059090258238
1779474,MAPS,"WM TECHNOLOGY, INC.",2022-03-31,2022,1,57452000,3740000.0,53712000.0,0.9349,-14260000.0,-0.2482,13090000.0,0.2278,29055000.0,0.5057,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.86646037453385
1779474,MAPS,"WM TECHNOLOGY, INC.",2022-06-30,2022,2,58294000,3858000.0,54436000.0,0.9338,-13018000.0,-0.2233,13263000.0,0.2275,29610000.0,0.5079,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.881009730072538
1779474,MAPS,"WM TECHNOLOGY, INC.",2022-09-30,2022,3,50500000,4272000.0,46228000.0,0.9154,-19645000.0,-0.389,11988000.0,0.2374,33490000.0,0.6632,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,0,0.0,17.73748389424559
1779474,MAPS,"WM TECHNOLOGY, INC.",2023-03-31,2023,1,46416000,3494000.0,42922000.0,0.9247,-4148000.0,-0.0894,10934000.0,0.2356,20909000.0,0.4505,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.65315478534332
1779474,MAPS,"WM TECHNOLOGY, INC.",2023-06-30,2023,2,48423000,3239000.0,45184000.0,0.9331,3783000.0,0.0781,9200000.0,0.19,16779000.0,0.3465,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.695485465423527
1779474,MAPS,"WM TECHNOLOGY, INC.",2023-09-30,2023,3,46687000,3015000.0,43672000.0,0.9354,-5548000.0,-0.1188,7748000.0,0.166,18151000.0,0.3888,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.658976311295277
1779474,MAPS,"WM TECHNOLOGY, INC.",2024-03-31,2024,1,44389000,2302000.0,42087000.0,0.9481,3761000.0,0.0847,9229000.0,0.2079,16526000.0,0.3723,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.608502248960164
1779474,MAPS,"WM TECHNOLOGY, INC.",2024-06-30,2024,2,45903000,2245000.0,43658000.0,0.9511,1231000.0,0.0268,9642000.0,0.2101,18529000.0,0.4037,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.64204103237206
1779474,MAPS,"WM TECHNOLOGY, INC.",2024-09-30,2024,3,46552000,2182000.0,44370000.0,0.9531,5204000.0,0.1118,9484000.0,0.2037,16494000.0,0.3543,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.656080525318643
1779474,MAPS,"WM TECHNOLOGY, INC.",2025-03-31,2025,1,44612000,2241000.0,42371000.0,0.9498,2647000.0,0.0593,8004000.0,0.1794,19451000.0,0.436,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.613513439096565
1779474,MAPS,"WM TECHNOLOGY, INC.",2025-06-30,2025,2,44847000,2280000.0,42567000.0,0.9492,1969000.0,0.0439,7529000.0,0.1679,20699000.0,0.4615,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.61876725459976
1779474,MAPS,"WM TECHNOLOGY, INC.",2025-09-30,2025,3,42176000,2118000.0,40058000.0,0.9498,1959000.0,0.0464,6412000.0,0.152,17840000.0,0.423,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3331,10k_fallback,1,0.3331,17.557361896844316
1224133,MCHX,MARCHEX INC,2019-03-31,2019,1,26406000,,,,-1603000.0,-0.0607,4568000.0,0.173,3320000.0,0.1257,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,17.089101815021284
1224133,MCHX,MARCHEX INC,2019-06-30,2019,2,26341000,,,,-1272000.0,-0.0483,5005000.0,0.19,3489000.0,0.1325,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,17.086637218630887
1224133,MCHX,MARCHEX INC,2019-09-30,2019,3,24794000,,,,-1348000.0,-0.0544,5135000.0,0.2071,3130000.0,0.1262,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,17.02611224638023
1224133,MCHX,MARCHEX INC,2020-03-31,2020,1,12008000,,,,-26576000.0,-2.2132,5358000.0,0.4462,3453000.0,0.2876,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.301083652295436
1224133,MCHX,MARCHEX INC,2020-06-30,2020,2,12716000,,,,-6076000.0,-0.4778,5307000.0,0.4173,2845000.0,0.2237,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.35837160101283
1224133,MCHX,MARCHEX INC,2020-09-30,2020,3,13803000,,,,-5676000.0,-0.4112,5167000.0,0.3743,3483000.0,0.2523,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.440396517805716
1224133,MCHX,MARCHEX INC,2021-03-31,2021,1,12980000,,,,-5247000.0,-0.4042,5322000.0,0.41,2620000.0,0.2018,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.37892026924022
1224133,MCHX,MARCHEX INC,2021-06-30,2021,2,14006000,,,,-2864000.0,-0.2045,4789000.0,0.3419,2465000.0,0.176,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.4549963671976
1224133,MCHX,MARCHEX INC,2021-09-30,2021,3,13700000,,,,-1897000.0,-0.1385,3178000.0,0.232,1875000.0,0.1369,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.432906390798355
1224133,MCHX,MARCHEX INC,2022-03-31,2022,1,13171000,,,,-1531000.0,-0.1162,3460000.0,0.2627,2606000.0,0.1979,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.393528000981185
1224133,MCHX,MARCHEX INC,2022-06-30,2022,2,13510000,,,,-1497000.0,-0.1108,3531000.0,0.2614,2440000.0,0.1806,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.418940709936383
1224133,MCHX,MARCHEX INC,2022-09-30,2022,3,13197000,,,,-1599000.0,-0.1212,3524000.0,0.267,2351000.0,0.1781,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,0,0.0,16.395500088998965
1224133,MCHX,MARCHEX INC,2023-03-31,2023,1,12216000,,,,-4503000.0,-0.3686,4164000.0,0.3409,2617000.0,0.2142,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.318257125880606
1224133,MCHX,MARCHEX INC,2023-06-30,2023,2,12522000,,,,-2699000.0,-0.2155,4096000.0,0.3271,2546000.0,0.2033,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.342997655287395
1224133,MCHX,MARCHEX INC,2023-09-30,2023,3,12778000,,,,-1320000.0,-0.1033,3942000.0,0.3085,2249000.0,0.176,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.363235500144427
1224133,MCHX,MARCHEX INC,2024-03-31,2024,1,11573000,,,,-1313000.0,-0.1135,3245000.0,0.2804,2289000.0,0.1978,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.264185356830215
1224133,MCHX,MARCHEX INC,2024-06-30,2024,2,12074000,4152000.0,7922000.0,0.6561,-722000.0,-0.0598,3223000.0,0.2669,2528000.0,0.2094,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.306564938338507
1224133,MCHX,MARCHEX INC,2024-09-30,2024,3,12553000,4224000.0,8329000.0,0.6635,-825000.0,-0.0657,3106000.0,0.2474,2673000.0,0.2129,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.345470238800345
1224133,MCHX,MARCHEX INC,2025-03-31,2025,1,11402000,,,,-1871000.0,-0.1641,2671000.0,0.2343,3146000.0,0.2759,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.249299336573664
1224133,MCHX,MARCHEX INC,2025-06-30,2025,2,11655000,4068000.0,7587000.0,0.651,-536000.0,-0.046,2501000.0,0.2146,2457000.0,0.2108,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.271245830451996
1224133,MCHX,MARCHEX INC,2025-09-30,2025,3,11514000,4246000.0,7268000.0,0.6312,-941000.0,-0.0817,2370000.0,0.2058,2933000.0,0.2547,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.3918,wayback,1,0.3918,16.259074244217892
1441816,MDB,"MongoDB, Inc.",2019-04-30,2019,1,89388000,28172000.0,61216000.0,0.6848,-30577000.0,-0.3421,30868000.0,0.3453,14805000.0,0.1656,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,18.308497002946414
1441816,MDB,"MongoDB, Inc.",2019-07-31,2019,2,99368000,30202000.0,69166000.0,0.6961,-37672000.0,-0.3791,37140000.0,0.3738,16174000.0,0.1628,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,18.414340688206167
1441816,MDB,"MongoDB, Inc.",2019-10-31,2019,3,109441000,32191000.0,77250000.0,0.7059,-38714000.0,-0.3537,39387000.0,0.3599,19562000.0,0.1787,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,18.51089614922367
1441816,MDB,"MongoDB, Inc.",2020-04-30,2020,1,130329000,37677000.0,92652000.0,0.7109,-42040000.0,-0.3226,45632000.0,0.3501,19935000.0,0.153,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,18.68557258064696
1441816,MDB,"MongoDB, Inc.",2020-07-31,2020,2,138281000,42304000.0,95977000.0,0.6941,-49780000.0,-0.36,49255000.0,0.3562,21424000.0,0.1549,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,18.744798404695338
1441816,MDB,"MongoDB, Inc.",2020-10-31,2020,3,150771000,46110000.0,104661000.0,0.6942,-58091000.0,-0.3853,54363000.0,0.3606,25175000.0,0.167,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,18.831272687352328
1441816,MDB,"MongoDB, Inc.",2021-04-30,2021,1,181648000,54528000.0,127120000.0,0.6998,-61446000.0,-0.3383,64751000.0,0.3565,25925000.0,0.1427,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,19.01758130638645
1441816,MDB,"MongoDB, Inc.",2021-07-31,2021,2,198747000,60702000.0,138045000.0,0.6946,-72531000.0,-0.3649,72396000.0,0.3643,28803000.0,0.1449,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,19.107543217045173
1441816,MDB,"MongoDB, Inc.",2021-10-31,2021,3,226893000,68464000.0,158429000.0,0.6983,-76768000.0,-0.3383,82256000.0,0.3625,32581000.0,0.1436,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,19.239989098679207
1441816,MDB,"MongoDB, Inc.",2022-04-30,2022,1,285447000,78215000.0,207232000.0,0.726,-75940000.0,-0.266,96372000.0,0.3376,36532000.0,0.128,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,19.46956693059782
1441816,MDB,"MongoDB, Inc.",2022-07-31,2022,2,303660000,88277000.0,215383000.0,0.7093,-114843000.0,-0.3782,108037000.0,0.3558,40591000.0,0.1337,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,19.531419212418317
1441816,MDB,"MongoDB, Inc.",2022-10-31,2022,3,333621000,93652000.0,239969000.0,0.7193,-82923000.0,-0.2486,106392000.0,0.3189,39081000.0,0.1171,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,0,0.0,19.625516176107908
1441816,MDB,"MongoDB, Inc.",2023-04-30,2023,1,368280000,97449000.0,270831000.0,0.7354,-68547000.0,-0.1861,116817000.0,0.3172,39828000.0,0.1081,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,19.724354076383918
1441816,MDB,"MongoDB, Inc.",2023-07-31,2023,2,423791000,105337000.0,318454000.0,0.7514,-49003000.0,-0.1156,125420000.0,0.2959,46103000.0,0.1088,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,19.864750967140697
1441816,MDB,"MongoDB, Inc.",2023-10-31,2023,3,432938000,107058000.0,325880000.0,0.7527,-45216000.0,-0.1044,128150000.0,0.296,49969000.0,0.1154,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,19.886105088647543
1441816,MDB,"MongoDB, Inc.",2024-04-30,2024,1,450561000,122697000.0,327864000.0,0.7277,-98186000.0,-0.2179,146060000.0,0.3242,60546000.0,0.1344,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,19.92600403095166
1441816,MDB,"MongoDB, Inc.",2024-07-31,2024,2,478109000,128253000.0,349856000.0,0.7317,-71440000.0,-0.1494,148967000.0,0.3116,50790000.0,0.1062,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,19.985349297932853
1441816,MDB,"MongoDB, Inc.",2024-10-31,2024,3,529375000,135331000.0,394044000.0,0.7444,-27876000.0,-0.0527,151410000.0,0.286,52556000.0,0.0993,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,20.087207623370592
1441816,MDB,"MongoDB, Inc.",2025-04-30,2025,1,549014000,158041000.0,390973000.0,0.7121,-53554000.0,-0.0975,168829000.0,0.3075,54775000.0,0.0998,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,20.12363450005941
1441816,MDB,"MongoDB, Inc.",2025-07-31,2025,2,591402000,171428000.0,419974000.0,0.7101,-65294000.0,-0.1104,181739000.0,0.3073,59464000.0,0.1005,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,20.198006547182818
1441816,MDB,"MongoDB, Inc.",2025-10-31,2025,3,628309000,179177000.0,449132000.0,0.7148,-18424000.0,-0.0293,176610000.0,0.2811,60082000.0,0.0956,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfGoodsAndServicesSold; OperatingIncomeLoss,0.3671,10k_fallback,1,0.3671,20.258542641637924
1595974,MGNI,"MAGNITE, INC.",2019-03-31,2019,1,32416000,15116000.0,17300000.0,0.5337,-13288000.0,-0.4099,9716000.0,0.2997,10280000.0,0.3171,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.294162686030546
1595974,MGNI,"MAGNITE, INC.",2019-06-30,2019,2,37870000,15085000.0,22785000.0,0.6017,-8600000.0,-0.2271,9839000.0,0.2598,10027000.0,0.2648,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.449669799877977
1595974,MGNI,"MAGNITE, INC.",2019-09-30,2019,3,37642000,13869000.0,23773000.0,0.6316,-6681000.0,-0.1775,10293000.0,0.2734,9121000.0,0.2423,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.443631006232646
1595974,MGNI,"MAGNITE, INC.",2019-12-31,2019,4,48486000,13321000.0,35165000.0,0.7253,986000.0,0.0203,10402000.0,0.2145,10322000.0,0.2129,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.69678565444364
1595974,MGNI,"MAGNITE, INC.",2020-03-31,2020,1,36295000,14003000.0,22292000.0,0.6142,-10727000.0,-0.2956,10693000.0,0.2946,9127000.0,0.2515,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.407190548701077
1595974,MGNI,"MAGNITE, INC.",2020-06-30,2020,2,42348000,21545000.0,20803000.0,0.4912,-40562000.0,-0.9578,13063000.0,0.3085,15780000.0,0.3726,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.561431752445408
1595974,MGNI,"MAGNITE, INC.",2020-09-30,2020,3,60982000,21031000.0,39951000.0,0.6551,-10940000.0,-0.1794,13562000.0,0.2224,13314000.0,0.2183,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.926089296625122
1595974,MGNI,"MAGNITE, INC.",2020-12-31,2020,4,82003000,21168000.0,60835000.0,0.7419,7995000.0,0.0975,14228000.0,0.1735,14766000.0,0.1801,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,18.222266389925153
1595974,MGNI,"MAGNITE, INC.",2021-03-31,2021,1,60715000,20756000.0,39959000.0,0.6581,-13776000.0,-0.2269,14266000.0,0.235,14158000.0,0.2332,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,17.921701342470055
1595974,MGNI,"MAGNITE, INC.",2021-06-30,2021,2,114541000,50526000.0,64015000.0,0.5589,-46981000.0,-0.4102,18111000.0,0.1581,16980000.0,0.1482,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,18.556443395466346
1595974,MGNI,"MAGNITE, INC.",2021-09-30,2021,3,131871000,63541000.0,68330000.0,0.5182,-23948000.0,-0.1816,21059000.0,0.1597,16535000.0,0.1254,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,18.697334729981034
1595974,MGNI,"MAGNITE, INC.",2022-03-31,2022,1,118075000,59396000.0,58679000.0,0.497,-39824000.0,-0.3373,23043000.0,0.1952,18704000.0,0.1584,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,18.586830573746454
1595974,MGNI,"MAGNITE, INC.",2022-06-30,2022,2,137780000,65001000.0,72779000.0,0.5282,-23263000.0,-0.1688,23037000.0,0.1672,20466000.0,0.1485,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,18.741168768129324
1595974,MGNI,"MAGNITE, INC.",2022-09-30,2022,3,145815000,71753000.0,74062000.0,0.5079,-21155000.0,-0.1451,25134000.0,0.1724,20235000.0,0.1388,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,0,0.0,18.797849252905415
1595974,MGNI,"MAGNITE, INC.",2023-03-31,2023,1,130150000,124828000.0,5322000.0,0.0409,-100495000.0,-0.7721,24215000.0,0.1861,21088000.0,0.162,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,1,0.264,18.68419818940485
1595974,MGNI,"MAGNITE, INC.",2023-06-30,2023,2,152543000,130175000.0,22368000.0,0.1466,-71795000.0,-0.4707,23383000.0,0.1533,25649000.0,0.1681,RevenueFromContractWithCustomerExcludingAssessedTax; CostOfRevenue; OperatingIncomeLoss,0.264,wayback,1,0.264,18.84295708147957
1595974,MGNI,"MAGNITE, INC.",2023-09-30,2023,3,150085000,,,,-17843000.0,-0.1189,23537000.0,0.1568,21286000.0,0.1418,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,18.82671235823227
1595974,MGNI,"MAGNITE, INC.",2024-03-31,2024,1,149319000,,,,-13828000.0,-0.0926,26891000.0,0.1801,26665000.0,0.1786,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,18.82159551496171
1595974,MGNI,"MAGNITE, INC.",2024-06-30,2024,2,162880000,,,,9574000.0,0.0588,25829000.0,0.1586,22631000.0,0.1389,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,18.908524291326433
1595974,MGNI,"MAGNITE, INC.",2024-09-30,2024,3,162003000,,,,15123000.0,0.0934,20261000.0,0.1251,24490000.0,0.1512,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,18.903125411543712
1595974,MGNI,"MAGNITE, INC.",2025-03-31,2025,1,155771000,,,,-1364000.0,-0.0088,22292000.0,0.1431,23938000.0,0.1537,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,18.863897538003567
1595974,MGNI,"MAGNITE, INC.",2025-06-30,2025,2,173332000,,,,21959000.0,0.1267,21583000.0,0.1245,22514000.0,0.1299,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,18.97071938853436
1595974,MGNI,"MAGNITE, INC.",2025-09-30,2025,3,179494000,,,,25041000.0,0.1395,20198000.0,0.1125,24551000.0,0.1368,RevenueFromContractWithCustomerExcludingAssessedTax; OperatingIncomeLoss,0.264,wayback,1,0.264,19.005652339150096
